gene,class,importance,variance,variance_rank,n_cells_used,importance_rank
BEX3,CKD,0.0037116387,12.012190699242897,330,300,897
PSMC6,CKD,0.0037077295,0.45546933561374003,2441,300,898
BRI3,CKD,0.0037039618,4.712614251932834,548,300,899
RPS20,CKD,0.0036996205,2.1832784519933686,855,300,900
ASS1,CKD,0.0036946568,3.261671796984601,674,300,901
MIOX,CKD,0.0036927434,23.2127467268552,229,300,902
PDCD5,CKD,0.0036881315,1.0330962599745597,1356,300,903
EGF,CKD,0.003682812,5.018233352969011,525,300,904
SFRP1,CKD,0.0036798362,16.912288443315084,267,300,905
SELENOM,CKD,0.0036730205,5.816937812452348,487,300,906
XRCC6,CKD,0.0036711844,0.8722784637204664,1519,300,907
PBLD,CKD,0.0036636651,0.8111580470405089,1609,300,908
RHOC,CKD,0.0036603527,2.03091699037617,901,300,909
RPL36AL,CKD,0.003654687,12.681842497251798,317,300,910
PDHB,CKD,0.0036525007,0.6121503555249284,1987,300,911
CTSF,CKD,0.0036518213,0.48962456805017907,2308,300,912
ACAT1,CKD,0.0036442045,3.215768854894364,679,300,913
SRSF5,CKD,0.003644013,2.668200476205261,763,300,914
ZBTB20,CKD,0.0036380207,3.313059078291696,665,300,915
FBXW5,CKD,0.0036343122,0.35360187388253683,2924,300,916
ACSL4,CKD,0.0036318477,2.984425208118167,707,300,917
LSM4,CKD,0.0036288213,1.3742026240602239,1151,300,918
HSPA9,CKD,0.0036284795,1.1358646344064216,1285,300,919
MDH2,CKD,0.003625876,2.2114800433292907,850,300,920
NDUFA11,CKD,0.0036257892,5.639276658917264,493,300,921
EPAS1,CKD,0.003625719,3.8497223030713372,616,300,922
COBLL1,CKD,0.0036255114,4.9597391108449065,527,300,923
TFCP2L1,CKD,0.0036229254,1.6191710472602114,1030,300,924
MRPL40,CKD,0.0036159202,0.9426015421621128,1446,300,925
IGFBP4,CKD,0.0036150317,2.0351935629412643,899,300,926
ATP5G2,CKD,0.0036149109,7.909965803293829,420,300,927
SERINC3,CKD,0.003611937,0.45580924157648994,2439,300,928
ANXA5,CKD,0.0036077695,2.790447100999847,737,300,929
NFIC,CKD,0.0036067916,0.706204475699596,1774,300,930
CTTN,CKD,0.0035968642,0.6136088687853383,1984,300,931
ACSS1,CKD,0.0035968642,0.3459628022474396,2983,300,932
LEPROTL1,CKD,0.0035876187,0.38433217931738234,2761,300,933
DDRGK1,CKD,0.003586475,0.6206208965588139,1970,300,934
SLC14A1,CKD,0.0035859842,0.49444527820338446,2292,300,935
ACP1,CKD,0.0035695413,0.7249969429177192,1740,300,936
CMTM4,CKD,0.003566254,0.4115625709558552,2623,300,937
RAN,CKD,0.0035658157,3.2776177468755536,672,300,938
MBNL1,CKD,0.003564924,0.5585399245452083,2109,300,939
TMED7,CKD,0.0035645112,0.4835090531150545,2327,300,940
GSTO1,CKD,0.003561843,1.9028419517715727,929,300,941
EWSR1,CKD,0.003550985,0.4257057714987377,2571,300,942
NCL,CKD,0.0035462638,1.755509307338843,981,300,943
ESF1,CKD,0.0035451527,0.36682171209756115,2853,300,944
TMEM238,CKD,0.003544645,1.9281334851074718,918,300,945
AGPAT2,CKD,0.0035410682,0.6548847598474786,1870,300,946
P4HB,CKD,0.0035404467,0.921173045728863,1470,300,947
SLC5A3,CKD,0.0035399233,1.632459856007572,1023,300,948
FUNDC2,CKD,0.0035335394,0.9047071121398141,1486,300,949
CD52,CKD,0.0035322977,1.4955882586000195,1080,300,950
HSP90B1,CKD,0.003529716,12.096907861754207,328,300,951
VKORC1,CKD,0.0035241246,1.226034432605233,1228,300,952
SMARCA5,CKD,0.003523746,0.48976080476087136,2307,300,953
UBE2D2,CKD,0.0035180387,0.7918803904040235,1633,300,954
KITLG,CKD,0.0035053233,0.8601631607670582,1536,300,955
NDUFAF3,CKD,0.0035046113,1.8371642985194603,955,300,956
NDUFV1,CKD,0.0035042814,2.0624406776767863,889,300,957
COMT,CKD,0.0035004087,1.8944881139687229,933,300,958
VDAC2,CKD,0.0034962944,2.2869442432585805,836,300,959
YME1L1,CKD,0.0034913684,0.44315914247136884,2479,300,960
CA4,CKD,0.003490141,1.7774955934071437,972,300,961
RAB11A,CKD,0.0034897372,1.2500736329377131,1215,300,962
RAB11FIP3,CKD,0.0034895698,0.7360999875846168,1718,300,963
H3F3B,CKD,0.003488626,34.15104639552802,181,300,964
NAA20,CKD,0.0034877209,1.28673686039773,1191,300,965
MEST,CKD,0.0034849255,0.5020603901683804,2272,300,966
TM9SF2,CKD,0.0034840235,1.0077472721861263,1379,300,967
RARRES3,CKD,0.0034804288,5.319625577351457,513,300,968
ALDOA,CKD,0.0034786158,7.349043898339653,434,300,969
TRIP11,CKD,0.0034777871,0.4702947802207499,2386,300,970
PIK3C2A,CKD,0.003471578,0.49184043699677893,2302,300,971
PRPF8,CKD,0.0034576098,0.37796597124402354,2781,300,972
MRPL22,CKD,0.0034545704,0.5435359028005802,2137,300,973
ATP5PF,CKD,0.0034469168,21.097662384450732,240,300,974
CISD1,CKD,0.0034465655,1.8772191136592056,939,300,975
APH1A,CKD,0.0034439287,0.4850463674083567,2320,300,976
C5orf24,CKD,0.0034434071,0.47317783108013295,2369,300,977
LAMTOR4,CKD,0.0034432546,4.045288572283267,598,300,978
BLVRB,CKD,0.0034421498,2.144965434418031,863,300,979
VAMP8,CKD,0.0034389123,5.503404111897553,501,300,980
PNPLA8,CKD,0.0034276084,0.41248335968159766,2619,300,981
NDUFB10,CKD,0.0034271823,6.401199094470488,466,300,982
ATP6V1B1,CKD,0.0034233055,3.337076652763837,661,300,983
ATP5MF,CKD,0.0034187178,8.612208769227463,407,300,984
PDIA3,CKD,0.0034183725,2.049175746536347,895,300,985
SMIM5,CKD,0.003416735,2.370808969967529,817,300,986
SH3BGRL3,CKD,0.0034126393,11.195964953987275,349,300,987
HLA-DRB1,CKD,0.0033992275,89.86951415320003,107,300,988
KNG1,CKD,0.003398054,66.53221676641105,132,300,989
TOMM20,CKD,0.003396879,2.2361295743549574,843,300,990
UNC50,CKD,0.0033968627,0.5982508351747806,2010,300,991
SPCS3,CKD,0.0033961944,0.8379796317357722,1574,300,992
IDH2,CKD,0.0033955157,3.892658433718193,614,300,993
PDXK,CKD,0.003394845,1.0892871003580102,1315,300,994
SNRPF,CKD,0.003392991,1.3401198430787327,1165,300,995
FAT1,CKD,0.0033887255,0.7210052193854449,1748,300,996
EEF1E1,CKD,0.0033886035,0.9261089860313042,1464,300,997
SLC3A1,CKD,0.0033815294,5.449151998482003,504,300,998
POLE4,CKD,0.0033785491,0.666688115131709,1848,300,999
ZRANB2,CKD,0.003376498,0.45988750534191997,2421,300,1000
PATJ,CKD,0.0033757535,0.3469826323254531,2974,300,1001
POLR2L,CKD,0.0033741342,12.847781284980702,312,300,1002
SAP18,CKD,0.003373578,5.31629553524138,514,300,1003
TRIM2,CKD,0.0033727777,0.8913087572092622,1502,300,1004
IFI30,CKD,0.003369594,1.5597151499810373,1055,300,1005
NINJ1,CKD,0.0033588454,0.5364712509932761,2158,300,1006
ATP6V1F,CKD,0.0033587427,10.99935363397124,353,300,1007
CCT7,CKD,0.0033584805,0.5123749364507294,2242,300,1008
GTF2I,CKD,0.0033533347,1.8878996352629573,936,300,1009
TMEM167A,CKD,0.0033533282,0.9145305956504398,1476,300,1010
ANP32E,CKD,0.0033513939,0.39949585874940874,2686,300,1011
MZT2A,CKD,0.0033469256,1.090007910076211,1314,300,1012
BLOC1S1,CKD,0.0033459787,4.202157153349142,589,300,1013
MAP1LC3A,CKD,0.0033389295,1.389206546927282,1143,300,1014
TPP1,CKD,0.0033367109,0.3577001431700598,2901,300,1015
TSPAN33,CKD,0.0033349772,0.5063776081373756,2259,300,1016
PVALB,CKD,0.0033339623,4.003449957369366,606,300,1017
LSM14A,CKD,0.0033303099,0.34752603209164684,2969,300,1018
RNF7,CKD,0.003325847,1.4447760907242349,1110,300,1019
THRAP3,CKD,0.003324864,0.4993454674133137,2280,300,1020
SYNJ2BP,CKD,0.0033241692,0.4042344677921338,2662,300,1021
CD99,CKD,0.0033189938,0.7690206896062686,1669,300,1022
SEPHS2,CKD,0.0033125707,0.636310850633161,1913,300,1023
BEX4,CKD,0.0033072864,1.5561273703483094,1057,300,1024
CDC42SE2,CKD,0.003304096,0.46490906271226656,2411,300,1025
WBP2,CKD,0.0032988181,0.4421658146745524,2487,300,1026
SYPL1,CKD,0.0032981373,1.5426471073119745,1062,300,1027
TTC3,CKD,0.0032961855,1.3388689664313747,1166,300,1028
AP2M1,CKD,0.003296118,1.1867372775334748,1260,300,1029
VCL,CKD,0.0032916844,0.446973899688335,2463,300,1030
ARHGDIA,CKD,0.0032866967,0.9721646650973765,1410,300,1031
PTBP1,CKD,0.0032865787,0.42331925597355125,2579,300,1032
ISG15,CKD,0.003285438,1.1085505554842694,1300,300,1033
ATP5PO,CKD,0.0032836625,7.665165066127246,426,300,1034
IMPA2,CKD,0.003279899,1.7323498038111156,991,300,1035
TMEM101,CKD,0.0032707872,3.398172007510023,657,300,1036
MARCH6,CKD,0.0032675425,0.6701648224618277,1840,300,1037
HSD11B2,CKD,0.003266676,42.442097954047064,159,300,1038
KMT2A,CKD,0.003266663,0.3876143591191656,2742,300,1039
CLDN3,CKD,0.0032645243,2.6828488728978876,758,300,1040
CANX,CKD,0.003263543,3.7571202166520274,626,300,1041
GLUD1,CKD,0.003261148,0.659368116673111,1860,300,1042
TP53I3,CKD,0.003261142,0.44081832122754444,2497,300,1043
SUCNR1,CKD,0.0032608074,1.8016837159543646,963,300,1044
CHP1,CKD,0.0032529281,1.2309229410837657,1224,300,1045
PDIA4,CKD,0.0032523172,0.5419057222738387,2142,300,1046
GADD45G,CKD,0.0032368281,1.2555254125079467,1213,300,1047
UQCRC2,CKD,0.0032358663,1.4983740997877235,1077,300,1048
CLTA,CKD,0.0032358493,3.7248998969058214,628,300,1049
VMP1,CKD,0.0032310016,3.310575830636643,667,300,1050
SSBP1,CKD,0.0032296716,1.7890206087349694,968,300,1051
MIEN1,CKD,0.0032288271,1.19897158307535,1246,300,1052
HSPA1B,CKD,0.0032285592,14.67865507743148,289,300,1053
MRPS35,CKD,0.003225024,0.48225693920361695,2336,300,1054
METRNL,CKD,0.0032237722,1.2194174866481178,1233,300,1055
HNRNPDL,CKD,0.0032234294,2.3446057854200646,822,300,1056
TNS1,CKD,0.0032206166,0.6148786538190434,1979,300,1057
ARL16,CKD,0.0032190594,0.3604485140250082,2887,300,1058
RAB13,CKD,0.0032185852,1.7956790214601075,965,300,1059
EIF3G,CKD,0.0032182417,1.3996276523608544,1136,300,1060
PRKAR1A,CKD,0.003217472,1.5130030175111857,1075,300,1061
IGLC3,CKD,0.0032171572,49586.50772614991,2,300,1062
ATP5O,CKD,0.0032151253,3.139801317722417,687,300,1063
VAMP5,CKD,0.0032085716,1.2634499845399425,1209,300,1064
NOTCH3,CKD,0.0032061657,0.3920993550019846,2720,300,1065
CPE,CKD,0.0032056947,0.6778519662269821,1822,300,1066
SARS,CKD,0.00320504,0.3491479770080538,2958,300,1067
NSA2,CKD,0.0032017126,1.2794394163163934,1200,300,1068
ASH1L,CKD,0.0031998544,0.531295159228752,2172,300,1069
RARRES2,CKD,0.0031920164,4.556920365858552,559,300,1070
AP2B1,CKD,0.0031747094,0.6108411787327522,1990,300,1071
FOXP1,CKD,0.0031722726,0.4262272573142763,2568,300,1072
MAL2,CKD,0.0031617975,1.7996023843733684,964,300,1073
UTRN,CKD,0.0031544976,0.7281579277477049,1737,300,1074
NHP2L1,CKD,0.0031508245,1.222138010841673,1231,300,1075
TBCA,CKD,0.0031503057,4.692776663263857,551,300,1076
NNT,CKD,0.0031501339,0.689535142425232,1803,300,1077
SLC25A36,CKD,0.0031494298,0.5345037532198265,2163,300,1078
NDUFA2,CKD,0.0031491877,5.361889479895154,510,300,1079
TIMP1,CKD,0.0031481283,16.61982174226706,271,300,1080
C14orf166,CKD,0.003147076,0.49694874501359265,2288,300,1081
ANXA1,CKD,0.0031439988,4.042794571406485,599,300,1082
TIMMDC1,CKD,0.0031417827,0.4223938564023753,2585,300,1083
CBX3,CKD,0.0031377233,1.1562801692995903,1277,300,1084
PTS,CKD,0.003136496,0.8067945631042173,1613,300,1085
OXCT1,CKD,0.0031332504,0.6811637555607922,1819,300,1086
G3BP2,CKD,0.0031311829,0.4225595643129033,2584,300,1087
DEK,CKD,0.0031243502,0.6727921463397499,1835,300,1088
HNRNPF,CKD,0.0031178503,1.0890650881285853,1316,300,1089
CAP1,CKD,0.0031161113,0.6811844276304068,1818,300,1090
HDLBP,CKD,0.003112279,0.6849906469013665,1812,300,1091
SMIM26,CKD,0.0031106865,1.2857063147761338,1192,300,1092
FDX1,CKD,0.0031104877,1.9210258958228583,921,300,1093
MYEOV2,CKD,0.0031103601,1.7491922069272188,984,300,1094
ISOC2,CKD,0.0031075662,0.7622396951477198,1678,300,1095
NDUFV2,CKD,0.0031063145,4.071371642031869,595,300,1096
ID2,CKD,0.003104192,0.6313076504542917,1931,300,1097
SLC16A7,CKD,0.003101772,1.3557184097922543,1157,300,1098
CIB1,CKD,0.0030990092,3.6270835113981845,640,300,1099
UBXN4,CKD,0.003097669,1.1108993635320683,1298,300,1100
PPT1,CKD,0.0030966995,0.4745876007685217,2363,300,1101
OCIAD2,CKD,0.0030903583,7.24995533853747,438,300,1102
COX20,CKD,0.0030779294,2.8333734762690455,729,300,1103
TXN,CKD,0.0030779114,20.789462677424904,242,300,1104
DNAJC19,CKD,0.003075839,1.886933324068599,937,300,1105
ERGIC2,CKD,0.003075561,0.41049133285103123,2630,300,1106
RANBP1,CKD,0.0030754087,1.0114472141200124,1377,300,1107
ATP5J2,CKD,0.0030736413,3.9426815038266803,611,300,1108
TFPI2,CKD,0.0030729838,1.1970350888618388,1248,300,1109
ARG2,CKD,0.003066059,3.4411192665989776,653,300,1110
SLC12A3,CKD,0.00306558,66.34302334093978,133,300,1111
NAV2,CKD,0.0030508682,0.6574370687631553,1864,300,1112
SF3B6,CKD,0.0030494854,2.5346323278258627,786,300,1113
LLGL2,CKD,0.0030470185,0.5299082638896359,2174,300,1114
ETFB,CKD,0.003044937,2.9989586432995727,705,300,1115
LINC00493,CKD,0.0030379721,0.5928365624368456,2020,300,1116
GDI2,CKD,0.0030344634,0.6071810945055691,1997,300,1117
ADGRG1,CKD,0.0030339637,1.8600853831380832,950,300,1118
DRAP1,CKD,0.0030271804,1.078676097703458,1319,300,1119
DDAH1,CKD,0.0030254247,0.7064320954419345,1772,300,1120
CCNL1,CKD,0.0030222996,0.7358766884031048,1719,300,1121
SSR2,CKD,0.003019283,1.7492050365079408,983,300,1122
EIF3L,CKD,0.0030061181,0.9435622030248032,1443,300,1123
NARS,CKD,0.0030026443,0.9607506271342928,1420,300,1124
DDX18,CKD,0.002997789,0.4540282960446653,2445,300,1125
SNU13,CKD,0.0029924794,2.2864743790901345,837,300,1126
TMEM123,CKD,0.002991545,1.2020397251148884,1243,300,1127
RPL26L1,CKD,0.002989917,0.4672005584229476,2398,300,1128
MFSD10,CKD,0.0029853224,0.37385078187679566,2805,300,1129
DAP,CKD,0.0029851256,0.5509893154861156,2123,300,1130
ERRFI1,CKD,0.0029847512,0.8571771709779092,1543,300,1131
TIMM10,CKD,0.0029832688,0.7683783993499212,1670,300,1132
MSMO1,CKD,0.0029799254,0.7390245094844078,1710,300,1133
CSNK2B,CKD,0.0029789887,1.2807599369021114,1196,300,1134
TTC14,CKD,0.0029785396,0.3776239692679454,2784,300,1135
CALB1,CKD,0.002973677,168.60634573287408,67,300,1136
CWC15,CKD,0.0029733707,0.48398559094701654,2323,300,1137
SLC39A6,CKD,0.0029655586,0.6285279116111636,1944,300,1138
SMIM20,CKD,0.0029632538,0.37721587351304403,2789,300,1139
TRMT112,CKD,0.0029616363,4.1894440001205435,590,300,1140
BAX,CKD,0.0029616226,0.7187173158256387,1752,300,1141
SQSTM1,CKD,0.0029558905,3.0873589776948176,693,300,1142
MFSD4A,CKD,0.0029516153,0.8266325768571199,1586,300,1143
IDH3G,CKD,0.0029417758,0.5163247182139024,2232,300,1144
YIPF4,CKD,0.0029372321,0.35998018225074413,2888,300,1145
HLA-DRB5,CKD,0.0029356151,3.433600541442948,654,300,1146
TMEM14A,CKD,0.0029317862,0.4388316812659588,2504,300,1147
SCARB2,CKD,0.002930788,0.5894328081341669,2031,300,1148
ESD,CKD,0.0029269315,1.7903278422198805,967,300,1149
SNRPD3,CKD,0.002926588,1.5296637130523565,1071,300,1150
DAB2,CKD,0.0029242537,3.0059506244914465,704,300,1151
HSPA2,CKD,0.0029214113,1.4857907300885878,1090,300,1152
GLO1,CKD,0.0029142643,0.8054918383384584,1615,300,1153
THBS1,CKD,0.0029107425,2.317189228311193,828,300,1154
IQGAP1,CKD,0.0029069628,0.8002142130440008,1622,300,1155
EGFL7,CKD,0.0029042554,2.098917012528147,874,300,1156
VAV3,CKD,0.0028996384,0.731613379130415,1726,300,1157
IRF2BPL,CKD,0.0028956344,0.3927348968995601,2718,300,1158
PAFAH1B1,CKD,0.0028946286,0.44892668559395205,2455,300,1159
NDRG2,CKD,0.0028895026,0.8407795801081079,1569,300,1160
OGDHL,CKD,0.00288835,1.733065157041232,990,300,1161
FKBP3,CKD,0.0028856462,0.4837747371762859,2324,300,1162
PTP4A2,CKD,0.0028855293,1.4044785949159362,1130,300,1163
ZNF44,CKD,0.002885337,0.4077796396003865,2648,300,1164
YWHAB,CKD,0.0028846993,3.040974161463661,699,300,1165
JUN,CKD,0.0028826126,23.176589226487124,230,300,1166
C19orf33,CKD,0.002878116,0.6567217576810463,1865,300,1167
METTL26,CKD,0.0028763958,0.6420685410838948,1899,300,1168
JTB,CKD,0.0028758328,1.1705314392130082,1270,300,1169
CTSB,CKD,0.0028754892,2.779480931359381,740,300,1170
RBMX,CKD,0.0028740363,0.6430627542356835,1898,300,1171
TMEM147,CKD,0.0028732542,1.1888004770877503,1255,300,1172
ATP5MC2,CKD,0.0028727693,17.45564383329014,263,300,1173
SPIN1,CKD,0.0028689236,0.3701914448028023,2826,300,1174
TCEAL4,CKD,0.002866447,1.1826392691312362,1261,300,1175
MSRB2,CKD,0.0028653883,1.1172974283067518,1295,300,1176
MT1F,CKD,0.0028626113,10.974945956457955,355,300,1177
PAWR,CKD,0.0028581992,0.4655965744501118,2404,300,1178
CAPNS1,CKD,0.0028580646,1.3988767035916725,1137,300,1179
UXT,CKD,0.0028570264,1.5996049719372265,1036,300,1180
SPINT1,CKD,0.0028566613,0.8227704374553734,1590,300,1181
NFE2L2,CKD,0.0028534727,5.885861024206596,485,300,1182
APPL1,CKD,0.0028470103,0.40339848662534344,2670,300,1183
RTF1,CKD,0.0028467292,0.4147860952673705,2613,300,1184
RBM8A,CKD,0.0028438224,1.0858820193162007,1318,300,1185
VPS25,CKD,0.0028436934,0.6939483024428683,1794,300,1186
CFL1,CKD,0.0028415802,13.443838103260147,306,300,1187
LIMD2,CKD,0.002840939,0.371046336589917,2823,300,1188
GTF2H5,CKD,0.0028389874,1.8746321828133627,941,300,1189
C9orf16,CKD,0.0028373783,3.2756725843649854,673,300,1190
PSMD8,CKD,0.002833972,1.4803141744195867,1093,300,1191
HYAL2,CKD,0.0028314982,1.6219224579843317,1028,300,1192
LYPLAL1,CKD,0.00282937,0.7748267783482781,1663,300,1193
SNHG9,CKD,0.002828974,1.354257091960644,1158,300,1194
PEX2,CKD,0.0028257445,0.41049847885440527,2629,300,1195
SRSF2,CKD,0.0028256497,1.303915332750412,1179,300,1196
HSPA8,CKD,0.0028252504,11.213243089718452,348,300,1197
EFHD1,CKD,0.0028173719,3.1951889135833955,681,300,1198
ZSCAN16-AS1,CKD,0.0028168757,0.7814423927156959,1647,300,1199
DMKN,CKD,0.002816789,2.0697196393278827,886,300,1200
PLXNB1,CKD,0.0028167889,0.5671993463848717,2088,300,1201
HMGN3,CKD,0.002805885,7.734881876634243,424,300,1202
ESRRG,CKD,0.0028055895,0.5749491442304265,2066,300,1203
SLC35F5,CKD,0.002805315,0.49205230915840603,2301,300,1204
PRRC2B,CKD,0.0028049287,0.4084627201531705,2643,300,1205
SKP1,CKD,0.002797055,21.182477032673404,239,300,1206
NDUFS4,CKD,0.0027952269,0.9913677718831158,1395,300,1207
ARL5A,CKD,0.0027945784,0.3752570810471827,2797,300,1208
MRPS33,CKD,0.0027918534,0.7773022701496807,1657,300,1209
ERMP1,CKD,0.0027873085,0.3508687759797194,2946,300,1210
SNRPD1,CKD,0.0027856622,0.8584351708354283,1542,300,1211
FOLR1,CKD,0.0027832135,4.781350219906659,541,300,1212
PNRC2,CKD,0.0027810335,0.5007745697647357,2276,300,1213
PAXX,CKD,0.0027805397,0.5506066844496296,2124,300,1214
FCGRT,CKD,0.0027784873,1.8688574177165802,944,300,1215
ADAM10,CKD,0.0027771518,0.4171641328771757,2606,300,1216
NDUFAF4,CKD,0.0027676474,0.506765639640085,2258,300,1217
NDUFB8,CKD,0.0027614883,5.098027269169212,523,300,1218
COX5A,CKD,0.0027610348,11.768473316506947,337,300,1219
CDH6,CKD,0.0027608618,3.65429892102035,637,300,1220
CAPZB,CKD,0.0027547583,1.0686638155506427,1331,300,1221
S100A4,CKD,0.002753142,55.87379513899296,140,300,1222
MRPL42,CKD,0.0027526866,0.5410205228069355,2146,300,1223
HSBP1L1,CKD,0.0027517304,0.3950443256692667,2705,300,1224
LAMB1,CKD,0.0027451788,0.6273829202310715,1948,300,1225
CLINT1,CKD,0.0027441974,0.6477963930070552,1889,300,1226
HINT2,CKD,0.0027398162,1.726518346347681,992,300,1227
CMC1,CKD,0.0027358877,0.6250264162570891,1952,300,1228
AOC1,CKD,0.002735824,1.186752016209336,1259,300,1229
NDUFA5,CKD,0.0027329805,4.259382527895198,581,300,1230
HLA-DQA1,CKD,0.0027316792,4.2968556362147945,578,300,1231
EIF5B,CKD,0.0027212948,0.6981583989103181,1789,300,1232
NR2F2,CKD,0.0027198016,1.4536218071285554,1102,300,1233
ANXA7,CKD,0.0027164973,0.7581949626515664,1688,300,1234
ADI1,CKD,0.0027164943,3.9186216593943097,612,300,1235
COMMD8,CKD,0.0027147548,0.41680246466326626,2607,300,1236
NBDY,CKD,0.0027145399,0.8481779151023047,1556,300,1237
FAM177A1,CKD,0.0027106383,0.7379064668078867,1711,300,1238
IL32,CKD,0.0027082122,13.41860403984246,307,300,1239
EIF3E,CKD,0.0027053466,1.4493321522335858,1106,300,1240
HMGN1,CKD,0.002704155,4.837830932717321,535,300,1241
NEDD9,CKD,0.0027022762,0.4739863551842599,2365,300,1242
DHX9,CKD,0.0026999067,0.4267823934000667,2564,300,1243
DDX21,CKD,0.0026993535,0.36348959072918907,2870,300,1244
CD47,CKD,0.0026957656,0.7530983079439026,1691,300,1245
DCTN2,CKD,0.0026942326,0.40388678155120317,2666,300,1246
KCNQ1OT1,CKD,0.0026908827,0.5956292514531408,2015,300,1247
SELT,CKD,0.002690134,0.46281727898128355,2415,300,1248
ASL,CKD,0.0026821806,0.36127232668185294,2883,300,1249
SH3GLB2,CKD,0.0026792425,0.41863383727483927,2604,300,1250
EIF6,CKD,0.002675966,1.459955950295833,1098,300,1251
PKP4,CKD,0.0026751796,0.8871654053202963,1505,300,1252
SYNCRIP,CKD,0.0026707675,0.5266471133922218,2188,300,1253
SMIM19,CKD,0.0026680294,0.7009478066071274,1784,300,1254
DNAJB6,CKD,0.0026671798,1.095582931412366,1309,300,1255
TMEM52B,CKD,0.0026649905,75.98908197525043,119,300,1256
KL,CKD,0.0026637972,4.294043969649346,579,300,1257
NPEPPS,CKD,0.0026632955,0.3521354536120316,2934,300,1258
ATP5H,CKD,0.0026626468,2.648991619467461,765,300,1259
TMEM176B,CKD,0.002660105,6.870592882479625,452,300,1260
PDE1A,CKD,0.0026585497,0.9564345683713092,1428,300,1261
FAM173A,CKD,0.0026531802,0.629622598304107,1939,300,1262
RBBP8,CKD,0.002653027,0.5640403771982319,2091,300,1263
ACTR2,CKD,0.0026527399,0.9572848993805105,1426,300,1264
PIK3R1,CKD,0.0026504223,0.6266017628662999,1950,300,1265
PREPL,CKD,0.0026481226,0.5023114451519967,2271,300,1266
MRP63,CKD,0.002647712,0.9545372711959788,1430,300,1267
MOB1B,CKD,0.002647353,0.5319697724731369,2169,300,1268
DCTN3,CKD,0.0026459328,1.0117166131879218,1375,300,1269
CXXC5,CKD,0.0026455242,0.8702035909052139,1523,300,1270
PINK1,CKD,0.0026440897,0.4459744495644822,2468,300,1271
GPRC5C,CKD,0.0026437487,1.263370443318823,1210,300,1272
PFDN1,CKD,0.0026419098,0.40701953407299774,2652,300,1273
MLEC,CKD,0.0026392972,0.7751983521537189,1661,300,1274
NQO1,CKD,0.0026314864,0.6749300349187024,1832,300,1275
CDC37,CKD,0.002627971,0.5783148990023508,2061,300,1276
TMEM50A,CKD,0.0026226947,1.686058227320566,1008,300,1277
DPYSL2,CKD,0.0026152357,0.5140212090900249,2238,300,1278
LAP3,CKD,0.0026125864,0.4815596044568791,2337,300,1279
PAH,CKD,0.0026117326,1.7660361070343473,978,300,1280
LAMTOR3,CKD,0.0026115929,0.4494028241185413,2454,300,1281
ATP5F1D,CKD,0.0026108488,19.26152249024126,252,300,1282
C1orf56,CKD,0.0026104078,0.5092681894713857,2251,300,1283
AFG3L2,CKD,0.0026063758,0.4329283350412714,2531,300,1284
GRINA,CKD,0.002606102,0.46731551427596474,2397,300,1285
CDK2AP2,CKD,0.0026055798,3.599880056927729,644,300,1286
LRRK2,CKD,0.0026021737,0.3417887038827418,3000,300,1287
UQCC2,CKD,0.0026015711,1.3797647439224106,1146,300,1288
PSMB2,CKD,0.0025990678,0.8121232573768106,1606,300,1289
TMED10,CKD,0.0025982095,1.5879774938085571,1044,300,1290
C6orf62,CKD,0.0025964756,0.7288128888359993,1735,300,1291
TSPAN12,CKD,0.0025887666,0.7718093242069779,1664,300,1292
RPS27L,CKD,0.0025871836,9.452534969390543,389,300,1293
TOMM5,CKD,0.0025814981,0.3912787148673448,2723,300,1294
ITPR2,CKD,0.0025814204,0.4431222812751637,2480,300,1295
SCPEP1,CKD,0.0025810539,2.2122882841557936,849,300,1296
ADD3,CKD,0.002578466,0.751841439483267,1694,300,1297
ATP5C1,CKD,0.0025774082,2.474845814520905,796,300,1298
ABCB1,CKD,0.0025760836,0.646294085273105,1894,300,1299
CHCHD5,CKD,0.0025751314,0.9731643687281106,1408,300,1300
PTBP3,CKD,0.0025748983,1.0037730589623117,1383,300,1301
HBA2,CKD,0.002573658,6.598444362394259,459,300,1302
BUD31,CKD,0.0025694915,1.0272346769541787,1365,300,1303
SCAND1,CKD,0.0025672074,2.513366698889167,791,300,1304
SNX10,CKD,0.0025662659,0.5451115905074715,2134,300,1305
OSBPL8,CKD,0.0025655695,0.39643984795284826,2700,300,1306
DDAH2,CKD,0.002562745,0.8631826384755106,1533,300,1307
IGFBP3,CKD,0.002559272,1.979679490919819,909,300,1308
SELENOF,CKD,0.0025585326,0.9428100841079565,1444,300,1309
SMARCA2,CKD,0.0025583864,0.38796779436541357,2741,300,1310
TRIR,CKD,0.00255672,2.0546216350487336,893,300,1311
FBXL15,CKD,0.0025536339,0.4328517583297315,2532,300,1312
AP1S2,CKD,0.002553025,0.44229129125332683,2485,300,1313
MMP24-AS1,CKD,0.0025487142,1.4078802283320502,1128,300,1314
SDHB,CKD,0.0025466934,0.5627925132712519,2094,300,1315
DUSP6,CKD,0.002545392,1.5358373115842336,1067,300,1316
ARL1,CKD,0.0025434687,0.8050885334254468,1617,300,1317
ZNF580,CKD,0.0025434226,0.3577873480993002,2900,300,1318
STOM,CKD,0.0025430345,0.7280271119374877,1738,300,1319
SLC38A2,CKD,0.002542888,0.7487032814072285,1696,300,1320
