gene,class,importance,variance,variance_rank,n_cells_used,importance_rank
ACSL1,AKI,0.02696506,0.8711720159764261,1522,300,110
RPL10,AKI,0.026946064,419.89969016257425,35,300,111
SOD1,AKI,0.026846273,12.5125708419845,318,300,112
RPL30,AKI,0.02682284,158.58425947973566,71,300,113
CYB5A,AKI,0.026760483,42.53689600203714,158,300,114
CHCHD10,AKI,0.026749916,34.201104364943504,180,300,115
RPL13,AKI,0.026719933,290.5042458654808,48,300,116
HSPB1,AKI,0.026688702,35.67953135387101,176,300,117
ADGRG1,AKI,0.026565252,1.8600853831380832,950,300,118
COX7B,AKI,0.026477309,57.960300879429816,138,300,119
RPS12,AKI,0.02632209,426.6690949289262,34,300,120
HLA-C,AKI,0.026228188,15.779106260185436,280,300,121
S100A2,AKI,0.026186256,550.3244843952272,29,300,122
KCNJ16,AKI,0.026174909,5.8915030766225716,484,300,123
RPL35A,AKI,0.025968589,81.79792419603065,109,300,124
ZFP36L2,AKI,0.025910826,5.455755006038595,503,300,125
COX7C,AKI,0.025597721,107.79834568673067,94,300,126
FTH1,AKI,0.025551112,720.9861956930721,27,300,127
ARPC3,AKI,0.02515639,4.9325502851684435,528,300,128
UBL5,AKI,0.025083303,25.8507659673516,215,300,129
CYBA,AKI,0.025069162,21.344551444210538,238,300,130
MYL12A,AKI,0.02501185,10.543943376108952,360,300,131
MGST3,AKI,0.02491346,23.631054864721058,225,300,132
RPL23,AKI,0.024728023,8.755903933572466,402,300,133
RNF213,AKI,0.024575869,0.9426841439476357,1445,300,134
S100A1,AKI,0.024167677,2.969607673468706,709,300,135
RHOB,AKI,0.024093883,8.259505469109492,413,300,136
COX7A2,AKI,0.024013344,25.505727404330948,220,300,137
SLC25A3,AKI,0.023847526,12.22671032286041,327,300,138
S100A11,AKI,0.023846917,130.96670261940366,81,300,139
TMBIM6,AKI,0.023795625,13.850716675255391,301,300,140
EEF1A1,AKI,0.023735799,801.6777418278019,26,300,141
ATP5IF1,AKI,0.02372338,13.82868396843213,304,300,142
ZFAND5,AKI,0.023678247,3.9941770774451375,607,300,143
PAXX,AKI,0.023667261,0.5506066844496296,2124,300,144
RPS6,AKI,0.02354112,95.74202209866125,104,300,145
UMOD,AKI,0.023303654,5289.369591562348,13,300,146
CRYAB,AKI,0.023281233,157.75947090125413,72,300,147
COX14,AKI,0.02325312,2.7676714477246964,743,300,148
TMEM176A,AKI,0.023239218,5.564734272954278,497,300,149
H3F3A,AKI,0.023166824,25.823121262389805,216,300,150
CDH16,AKI,0.022987645,16.97364966140164,266,300,151
EIF1AX,AKI,0.022971451,1.4196194396633295,1120,300,152
DPM3,AKI,0.022687634,2.2140758006902743,847,300,153
RPS15,AKI,0.022631241,148.1506107347555,76,300,154
IGFBP7,AKI,0.022580244,502.6211516965921,31,300,155
HNRNPA1,AKI,0.022369621,6.462873546303893,465,300,156
ST13,AKI,0.022322306,3.2580866214676734,675,300,157
EIF4A2,AKI,0.022234408,2.7937048198733767,736,300,158
RTN4,AKI,0.022137089,36.264969700759806,175,300,159
LGALS3BP,AKI,0.022063881,1.4340094324916421,1115,300,160
PET100,AKI,0.022044532,2.337491345309431,824,300,161
RPS3A,AKI,0.022007141,154.84591774264743,73,300,162
ATP5F1E,AKI,0.02195743,68.57512318044834,128,300,163
TRIR,AKI,0.021942249,2.0546216350487336,893,300,164
SNX3,AKI,0.021914216,3.701456827230384,632,300,165
MZT2B,AKI,0.021861084,4.834322119879909,537,300,166
RPL14,AKI,0.02183443,72.64199896792061,124,300,167
MSN,AKI,0.02170882,1.0294349475699738,1361,300,168
HSPE1,AKI,0.021618012,80.25493740495948,113,300,169
TSPAN1,AKI,0.02157774,9.737043999103298,383,300,170
RPS11,AKI,0.021489443,9.603698437266331,386,300,171
SNHG8,AKI,0.021419246,2.5971901551864978,771,300,172
TBCA,AKI,0.021407176,4.692776663263857,551,300,173
ZFAS1,AKI,0.02138074,2.137666840264932,865,300,174
METTL26,AKI,0.021369379,0.6420685410838948,1899,300,175
SARAF,AKI,0.021322874,1.8980170062782191,932,300,176
HP1BP3,AKI,0.02129369,0.990803334166251,1397,300,177
GNG5,AKI,0.021156289,7.17338583872924,442,300,178
JUND,AKI,0.021142716,29.393581386119394,199,300,179
ACADVL,AKI,0.021018727,2.331340123705527,826,300,180
CD59,AKI,0.020968301,7.1475479192170415,443,300,181
MIF,AKI,0.020900005,31.530272893656388,187,300,182
TMSB4X,AKI,0.020895876,481.0255099004123,32,300,183
GSTK1,AKI,0.02088689,2.196662543548275,853,300,184
RPL36A,AKI,0.020839741,7.220715759369872,440,300,185
FXYD2,AKI,0.02081282,1301.1846189335959,22,300,186
VPS28,AKI,0.020777682,2.4962653752114976,795,300,187
TIMP1,AKI,0.020729994,16.61982174226706,271,300,188
RPL22,AKI,0.020680727,29.903169486017358,194,300,189
DYNLT1,AKI,0.020622436,3.052549001930305,697,300,190
IL32,AKI,0.020395875,13.41860403984246,307,300,191
FKBP1A,AKI,0.020280989,2.1383641776298017,864,300,192
HLA-A,AKI,0.020249011,15.775619875246708,281,300,193
TMED2,AKI,0.02015747,0.8737408780709863,1517,300,194
STAT1,AKI,0.020001309,0.784315052834059,1642,300,195
DYNLL1,AKI,0.019854605,17.131284928563435,264,300,196
DDX17,AKI,0.019851208,5.2665137865020615,517,300,197
SON,AKI,0.019831685,2.1807785862861433,856,300,198
SAT1,AKI,0.019810297,50.63968207832483,145,300,199
HSP90AB1,AKI,0.019743089,10.152411390773448,370,300,200
C19orf53,AKI,0.019733846,4.113910744407674,593,300,201
SLC12A1,AKI,0.019723738,241.75052462228015,56,300,202
GATM,AKI,0.019683322,25.082241147823176,221,300,203
PIGR,AKI,0.019673757,20.751876575444143,243,300,204
RPS27A,AKI,0.019565409,220.73041354668402,60,300,205
ARHGAP29,AKI,0.019464672,2.0852127689636,880,300,206
PPP1R14B,AKI,0.019415325,2.8152189761753266,732,300,207
UQCR11,AKI,0.0193845,19.5118258542774,250,300,208
RPS24,AKI,0.01925758,256.78080662792524,55,300,209
CD9,AKI,0.019243754,49.98560345310387,146,300,210
CTSL,AKI,0.019220063,1.4454355903374894,1109,300,211
GHITM,AKI,0.019191759,2.7119356237530963,751,300,212
CALM3,AKI,0.019118352,1.3890868023872205,1144,300,213
BEX3,AKI,0.019068778,12.012190699242897,330,300,214
GPX3,AKI,0.018972345,310.44954083716715,44,300,215
TBCB,AKI,0.018934555,0.8462241398464996,1561,300,216
PAX8,AKI,0.018831901,1.7154028517338318,998,300,217
TRAPPC6A,AKI,0.018817673,0.7715264515496651,1666,300,218
CTSD,AKI,0.018781323,40.732181699251434,164,300,219
KRT18,AKI,0.01876325,42.553423869399786,157,300,220
RPL5,AKI,0.01863935,62.83320413952354,137,300,221
SRP14,AKI,0.018508652,38.67641832008515,171,300,222
HMGN2,AKI,0.018490821,3.4535828712770233,651,300,223
NDUFC1,AKI,0.018293085,11.297230243377335,345,300,224
RPS5,AKI,0.018249907,40.05518507396472,166,300,225
PSMB1,AKI,0.01806897,2.9863582524476637,706,300,226
TMEM167A,AKI,0.018043183,0.9145305956504398,1476,300,227
COX7A2L,AKI,0.018014148,3.0601554301908536,696,300,228
EEF2,AKI,0.017989613,4.100287265919588,594,300,229
ERP29,AKI,0.017973663,2.7108215978795744,752,300,230
OCIAD2,AKI,0.017904628,7.24995533853747,438,300,231
SDC1,AKI,0.017616102,0.855269819709625,1546,300,232
EIF3G,AKI,0.017599327,1.3996276523608544,1136,300,233
RPL38,AKI,0.01757371,18.405389614453938,258,300,234
CDH6,AKI,0.01755563,3.65429892102035,637,300,235
SH3BGRL3,AKI,0.01755397,11.195964953987275,349,300,236
SEPT7,AKI,0.017484447,1.1793869251462938,1262,300,237
ATP5MF,AKI,0.017464535,8.612208769227463,407,300,238
NDUFS4,AKI,0.01746362,0.9913677718831158,1395,300,239
MDH1,AKI,0.017455429,2.872806189805427,722,300,240
CFI,AKI,0.017434575,0.7997523747105919,1623,300,241
TSC22D3,AKI,0.017360218,1.9584595213254883,914,300,242
NDUFA11,AKI,0.01728877,5.639276658917264,493,300,243
TPT1,AKI,0.017280431,351.328646653957,41,300,244
GNB2L1,AKI,0.017201737,10.165218469452533,368,300,245
COX6C,AKI,0.017154181,40.33616036719947,165,300,246
ATP6V0E1,AKI,0.017136475,20.23312272547286,248,300,247
HERPUD1,AKI,0.017071633,4.43861757878406,571,300,248
SAP18,AKI,0.017005073,5.31629553524138,514,300,249
CSDE1,AKI,0.016847184,1.574047566480043,1047,300,250
RPS8,AKI,0.01681969,136.0014333457641,79,300,251
PNRC1,AKI,0.016793875,2.12129019242723,868,300,252
RPL4,AKI,0.016728537,6.541433412335716,462,300,253
ABRACL,AKI,0.016662491,0.5999913329439549,2007,300,254
RHOA,AKI,0.016591415,2.920658968689702,715,300,255
RPL8,AKI,0.016571246,163.056775113247,70,300,256
BTG1,AKI,0.016545413,3.0991944258230766,690,300,257
RPLP2,AKI,0.016495395,21.476282967219163,237,300,258
RPS27L,AKI,0.016484963,9.452534969390543,389,300,259
COX6B1,AKI,0.01629843,39.942842003911466,167,300,260
FKBP2,AKI,0.01621163,6.022789073145464,481,300,261
ENO1,AKI,0.016158704,12.486962438688643,319,300,262
TRAM1,AKI,0.016158614,2.029638243504988,902,300,263
RPL18,AKI,0.016089173,77.05545182265737,116,300,264
YPEL3,AKI,0.016038598,0.9092563846026731,1480,300,265
BAX,AKI,0.016016668,0.7187173158256387,1752,300,266
RPS13,AKI,0.015998147,134.5799379166561,80,300,267
ATP5I,AKI,0.015883002,11.872216710626859,335,300,268
YBX1,AKI,0.015820293,7.09223403438501,445,300,269
IDH2,AKI,0.015795507,3.892658433718193,614,300,270
UQCRFS1,AKI,0.015749644,4.251559696733973,584,300,271
H3F3B,AKI,0.015749168,34.15104639552802,181,300,272
ATP5MD,AKI,0.015725011,23.091786762831738,231,300,273
PRKAR1A,AKI,0.015693555,1.5130030175111857,1075,300,274
KIF12,AKI,0.015692648,0.8822395285758964,1509,300,275
RARRES2,AKI,0.01569125,4.556920365858552,559,300,276
CD74,AKI,0.015657159,103.55609116856445,98,300,277
PCBP2,AKI,0.015640711,5.374080911036369,508,300,278
GSTO1,AKI,0.015632786,1.9028419517715727,929,300,279
RPL18A,AKI,0.015586466,100.98353517616661,101,300,280
MSRB2,AKI,0.015435066,1.1172974283067518,1295,300,281
VIM,AKI,0.015362769,29.478043733439616,198,300,282
JPT1,AKI,0.015216562,1.0010716840769172,1386,300,283
ARL6IP4,AKI,0.015205298,2.574169104681178,777,300,284
AES,AKI,0.015204236,2.7003274042452476,753,300,285
CCNI,AKI,0.015169749,4.01269773583194,605,300,286
TBL1XR1,AKI,0.01515646,0.4655845519409995,2405,300,287
YWHAH,AKI,0.015148188,1.5700124676334033,1049,300,288
OAZ1,AKI,0.015139818,11.154302382763857,351,300,289
RPS21,AKI,0.015113977,54.52989753121036,141,300,290
CYFIP2,AKI,0.014945033,2.861518283549892,726,300,291
UQCC2,AKI,0.014896784,1.3797647439224106,1146,300,292
DUSP23,AKI,0.0148382075,2.097450401715703,875,300,293
NEDD8,AKI,0.0147887785,4.544766352901385,561,300,294
RPL34,AKI,0.014771167,257.0236777958656,54,300,295
SNRPD1,AKI,0.014691927,0.8584351708354283,1542,300,296
RNH1,AKI,0.014678829,1.2482234726833503,1216,300,297
NDUFV1,AKI,0.014671002,2.0624406776767863,889,300,298
ATP5MG,AKI,0.014616955,29.136778502590516,204,300,299
GADD45GIP1,AKI,0.014583119,1.7704428337135978,977,300,300
NRP1,AKI,0.014478931,0.5209162373896652,2218,300,301
SEC11C,AKI,0.014430828,1.4748726409964334,1095,300,302
SSR4,AKI,0.014391675,15.033356163103361,284,300,303
TMEM14C,AKI,0.014357619,2.7210202915533523,750,300,304
MIEN1,AKI,0.014343478,1.19897158307535,1246,300,305
RPL7,AKI,0.014292215,14.717008400426604,288,300,306
PARP14,AKI,0.01427614,0.35783035331974317,2899,300,307
RASSF7,AKI,0.014248015,0.7077433307449381,1768,300,308
COA3,AKI,0.0142253,5.531109007434724,499,300,309
HNRNPC,AKI,0.014224025,1.3539144254829665,1159,300,310
AURKAIP1,AKI,0.014196863,3.6126895170729525,643,300,311
PTBP1,AKI,0.014173975,0.42331925597355125,2579,300,312
NFIC,AKI,0.0141673405,0.706204475699596,1774,300,313
C11orf58,AKI,0.014142241,1.4856922493050893,1091,300,314
SSBP1,AKI,0.014094454,1.7890206087349694,968,300,315
PDZK1IP1,AKI,0.014062022,47.95093110480802,148,300,316
MDH2,AKI,0.014023093,2.2114800433292907,850,300,317
TRBC2,AKI,0.0139818145,0.5969495920012825,2013,300,318
LCN2,AKI,0.013980769,11.593338016391355,339,300,319
NME3,AKI,0.013978591,1.6736019214836642,1011,300,320
ATRAID,AKI,0.013972372,1.8634997257596617,946,300,321
MGMT,AKI,0.013934441,0.859313102302073,1537,300,322
IFITM1,AKI,0.013898171,0.3464982556337849,2980,300,323
CAPZB,AKI,0.013866857,1.0686638155506427,1331,300,324
RPL36,AKI,0.013799584,124.25129974171527,89,300,325
SF3B6,AKI,0.013793853,2.5346323278258627,786,300,326
PGK1,AKI,0.01375625,3.1548093205899144,684,300,327
EPS8L2,AKI,0.013738128,0.6225167061042147,1959,300,328
BTF3,AKI,0.013733455,11.51612804982517,341,300,329
PSAP,AKI,0.01371548,5.70783714256755,491,300,330
MT-ND6,AKI,0.013682536,2.6289364226169707,769,300,331
CAPG,AKI,0.013629916,4.886063933934137,533,300,332
ACTR2,AKI,0.013609567,0.9572848993805105,1426,300,333
FABP3,AKI,0.013560032,2.672498572787077,761,300,334
TXN,AKI,0.013555325,20.789462677424904,242,300,335
SDC4,AKI,0.013553541,4.319505592791251,577,300,336
MRPL34,AKI,0.013514694,1.6299531853362788,1025,300,337
LTB,AKI,0.013480026,2.786989096831298,739,300,338
IFI6,AKI,0.0134625025,0.5091245682346723,2252,300,339
PLXNB1,AKI,0.013432506,0.5671993463848717,2088,300,340
MYL6,AKI,0.013388114,69.61288664317613,127,300,341
ACTN4,AKI,0.013376656,2.3466192466245035,821,300,342
SRSF6,AKI,0.0133675765,0.706358455496234,1773,300,343
SELENOM,AKI,0.013364023,5.816937812452348,487,300,344
HMGB1,AKI,0.013349922,9.094994320253061,395,300,345
HNRNPA3,AKI,0.013346,1.756499151063052,980,300,346
WNK1,AKI,0.013339248,26.859875314899455,212,300,347
EIF1,AKI,0.013338453,90.15213524056628,106,300,348
COPZ1,AKI,0.013316938,0.7812801176534894,1648,300,349
SRGN,AKI,0.013289986,3.089330973159499,692,300,350
ATP6V1G1,AKI,0.013277578,8.123942564878467,416,300,351
ANXA5,AKI,0.013264633,2.790447100999847,737,300,352
NDUFA12,AKI,0.013254241,3.302897675806247,668,300,353
SNRPD3,AKI,0.0132472785,1.5296637130523565,1071,300,354
NFAT5,AKI,0.013244384,0.6712892429042223,1836,300,355
CALM1,AKI,0.013238501,7.550902962044089,432,300,356
PNKD,AKI,0.013206011,3.2923044036000433,669,300,357
PDIA4,AKI,0.013140294,0.5419057222738387,2142,300,358
PYCARD,AKI,0.013123376,0.5007974746245856,2275,300,359
SCD5,AKI,0.013088385,0.7148342375219923,1756,300,360
EMP3,AKI,0.013069131,2.8122083313749315,733,300,361
PTMA,AKI,0.013018984,145.47141478661,77,300,362
YWHAB,AKI,0.012968619,3.040974161463661,699,300,363
VAMP2,AKI,0.012963794,2.056429072922707,891,300,364
EIF4A1,AKI,0.012817443,1.5676412018656956,1050,300,365
COL18A1,AKI,0.012799027,4.989055474443968,526,300,366
NDUFAB1,AKI,0.012743666,4.657732041824538,555,300,367
SF3B1,AKI,0.012701581,1.2094274441407986,1237,300,368
TSTD1,AKI,0.012694004,4.688002340783349,552,300,369
LY6E,AKI,0.012674271,1.0246536420568384,1368,300,370
BCAM,AKI,0.012656631,12.268655714128046,324,300,371
CST3,AKI,0.012609084,74.64987499731694,123,300,372
LPP,AKI,0.012539739,0.8698044310306856,1524,300,373
ARHGAP5,AKI,0.012535059,0.8805628227772708,1510,300,374
MLEC,AKI,0.012522033,0.7751983521537189,1661,300,375
DDX24,AKI,0.012502202,0.918693641124792,1471,300,376
KNG1,AKI,0.01250011,66.53221676641105,132,300,377
MECOM,AKI,0.012470851,1.420363579488366,1119,300,378
SDHD,AKI,0.012465041,2.67583315269774,760,300,379
NORAD,AKI,0.012432654,1.2800825536410878,1198,300,380
SPON2,AKI,0.012407313,0.677151510992911,1824,300,381
FXYD4,AKI,0.012402218,297.69637810132633,46,300,382
NDUFA1,AKI,0.012370424,21.69030662362315,235,300,383
ARPC4,AKI,0.012242285,0.6335369490045227,1925,300,384
MARCKS,AKI,0.012235558,1.72579679301841,993,300,385
PTH1R,AKI,0.012202777,6.040383427348989,479,300,386
CTD-2228K2.5,AKI,0.0121957725,0.4765480721889303,2354,300,387
LMAN2,AKI,0.012186962,1.1741458390195716,1265,300,388
EIF5,AKI,0.01211929,1.1714402472130163,1268,300,389
DCXR,AKI,0.0121066915,8.737345985541362,403,300,390
RPL24,AKI,0.012086956,105.30135405356569,96,300,391
RTRAF,AKI,0.012030089,1.1135995053249141,1296,300,392
UQCRQ,AKI,0.012027144,27.802594669243668,206,300,393
FAM173A,AKI,0.012026059,0.629622598304107,1939,300,394
EIF3E,AKI,0.011988504,1.4493321522335858,1106,300,395
HIST1H4C,AKI,0.011987117,7.912362820362494,419,300,396
SLC25A6,AKI,0.011964757,9.796569377642584,380,300,397
RAN,AKI,0.011917568,3.2776177468755536,672,300,398
BANF1,AKI,0.011866405,1.6673648254985092,1013,300,399
CTSH,AKI,0.01183674,5.199563595032393,520,300,400
ATP5PF,AKI,0.011781822,21.097662384450732,240,300,401
SLC22A2,AKI,0.011719001,1.195133900568948,1250,300,402
NDUFB8,AKI,0.011679143,5.098027269169212,523,300,403
RPS16,AKI,0.0116764605,12.410584327289296,321,300,404
KRT10,AKI,0.0116197355,3.0717125782346963,694,300,405
TOP1,AKI,0.0116046695,0.6204988009664547,1971,300,406
CXCR4,AKI,0.011594941,0.7035934423442486,1778,300,407
COL4A1,AKI,0.011594172,1.488169803931483,1087,300,408
FCGRT,AKI,0.011570161,1.8688574177165802,944,300,409
CTSA,AKI,0.011565536,0.9241095670055937,1466,300,410
DDX18,AKI,0.011555633,0.4540282960446653,2445,300,411
MAL,AKI,0.011536544,30.656748720174928,191,300,412
TMEM176B,AKI,0.011532499,6.870592882479625,452,300,413
RNF5,AKI,0.011516049,0.5212616712625445,2216,300,414
ESD,AKI,0.0115121035,1.7903278422198805,967,300,415
CTSB,AKI,0.011480088,2.779480931359381,740,300,416
DNAJA1,AKI,0.011465854,2.4475477173098916,800,300,417
PDCD10,AKI,0.011455362,0.5186158604489505,2226,300,418
LCP1,AKI,0.011441347,0.5746064442953027,2067,300,419
STMP1,AKI,0.011407034,1.040958311031885,1351,300,420
MLF2,AKI,0.0114050675,1.1868848669845389,1258,300,421
ARL6IP1,AKI,0.0113708135,2.314365916811628,830,300,422
HSD11B2,AKI,0.011355786,42.442097954047064,159,300,423
SDC2,AKI,0.011347449,0.5829011650147714,2051,300,424
NHP2,AKI,0.011343556,1.295968878532424,1183,300,425
PRDX1,AKI,0.011331376,29.825036508398,195,300,426
ADD3,AKI,0.01123514,0.751841439483267,1694,300,427
CTTN,AKI,0.01123205,0.6136088687853383,1984,300,428
CRYL1,AKI,0.011205501,1.5540449584145093,1058,300,429
AKAP9,AKI,0.011164062,1.4006338580432716,1135,300,430
TMBIM4,AKI,0.01115646,2.7445942686464413,745,300,431
ADIRF,AKI,0.011155418,74.86491412167612,122,300,432
SPCS3,AKI,0.011139571,0.8379796317357722,1574,300,433
CD3D,AKI,0.011052584,0.5253494010639033,2192,300,434
MRPL20,AKI,0.010984214,2.3119090028211646,832,300,435
PGLS,AKI,0.01097183,1.086480719479548,1317,300,436
PLEKHB2,AKI,0.010968645,0.8314817199766513,1582,300,437
CAP1,AKI,0.010927023,0.6811844276304068,1818,300,438
SNRPE,AKI,0.010916289,2.08538994380684,879,300,439
LINC00982,AKI,0.01091428,1.2559732290792411,1212,300,440
HLA-DRB1,AKI,0.010894711,89.86951415320003,107,300,441
SEC61G,AKI,0.0108586475,10.16173202163049,369,300,442
DRAP1,AKI,0.010853603,1.078676097703458,1319,300,443
SPPL2A,AKI,0.010847565,0.628797825032182,1942,300,444
LDHA,AKI,0.010807078,6.8122153418809495,453,300,445
ACTR3,AKI,0.010806533,0.7463281880360634,1699,300,446
C7orf50,AKI,0.010806064,1.0911863142922635,1312,300,447
LSM7,AKI,0.010789749,1.861643955925728,949,300,448
NARS,AKI,0.0107787615,0.9607506271342928,1420,300,449
POLR2K,AKI,0.010755309,1.9018116646726289,931,300,450
HSPA8,AKI,0.010710897,11.213243089718452,348,300,451
CXXC5,AKI,0.010695634,0.8702035909052139,1523,300,452
NOP53,AKI,0.010684876,1.161017858121054,1273,300,453
SPTBN1,AKI,0.010679199,2.890900237918137,720,300,454
CD69,AKI,0.010675996,0.800930118475795,1621,300,455
RPL19,AKI,0.010670424,153.07189947646458,75,300,456
KIFC3,AKI,0.010658201,0.46655230945841747,2401,300,457
SNX6,AKI,0.010656515,0.8145357401547911,1601,300,458
