gene,class,importance,variance,variance_rank,n_cells_used,importance_rank
UBC,Normal,0.044375006,30.79456438947431,189,300,66
RPS23,Normal,0.04379894,264.8999088317167,52,300,67
TMSB4X,Normal,0.043082178,481.0255099004123,32,300,68
RPL37,Normal,0.042996787,76.94736184850994,117,300,69
XIST,Normal,0.042206246,4.388122820151314,574,300,70
HIST1H4C,Normal,0.041599233,7.912362820362494,419,300,71
RPS12,Normal,0.04089955,426.6690949289262,34,300,72
HLA-B,Normal,0.040741898,38.98807349657869,168,300,73
COX6C,Normal,0.040506307,40.33616036719947,165,300,74
SOD1,Normal,0.04014,12.5125708419845,318,300,75
RPS27,Normal,0.04000016,257.339470436032,53,300,76
CTSD,Normal,0.039995145,40.732181699251434,164,300,77
ATP1B1,Normal,0.03994167,508.28100592681096,30,300,78
RPL4,Normal,0.039684787,6.541433412335716,462,300,79
NDUFA3,Normal,0.039482918,10.085881624711734,372,300,80
SPP1,Normal,0.03930806,2306.0256409340877,18,300,81
RTN4,Normal,0.03921942,36.264969700759806,175,300,82
MTRNR2L12,Normal,0.039080855,6.518999503834998,463,300,83
MT1E,Normal,0.03903596,57.43682256442794,139,300,84
CALM1,Normal,0.038677387,7.550902962044089,432,300,85
RPL41,Normal,0.038602285,1071.652569960694,23,300,86
GSTA1,Normal,0.038589083,14.38591426874117,291,300,87
KRT18,Normal,0.03801851,42.553423869399786,157,300,88
SON,Normal,0.0380043,2.1807785862861433,856,300,89
RPS4X,Normal,0.037344284,205.9631854113784,63,300,90
MINOS1,Normal,0.03733161,12.764506703944186,314,300,91
RPL27A,Normal,0.037082244,13.369330434390804,308,300,92
TOMM7,Normal,0.036893345,14.152270531281392,296,300,93
DDX5,Normal,0.03675994,4.812643302950748,539,300,94
FOS,Normal,0.036744837,67.78391533855623,129,300,95
RPL23A,Normal,0.036650106,22.167650426510047,234,300,96
H3F3A,Normal,0.036573846,25.823121262389805,216,300,97
TMEM59,Normal,0.035981614,14.235241402249592,295,300,98
RPS14,Normal,0.035834365,128.0263849866529,82,300,99
MIOX,Normal,0.035715677,23.2127467268552,229,300,100
JUNB,Normal,0.035662275,25.882063955212587,214,300,101
ZFP36,Normal,0.03561581,11.903839502036947,332,300,102
EIF4G2,Normal,0.03560299,2.6354945379457906,768,300,103
RACK1,Normal,0.035416406,30.211613985010352,192,300,104
NFKBIA,Normal,0.035323203,2.343352235500515,823,300,105
RHOBTB3,Normal,0.034431774,2.4471317887437483,801,300,106
RPL10A,Normal,0.034384727,33.4534660363197,182,300,107
RBM3,Normal,0.034045465,1.308846443560641,1178,300,108
SLC25A6,Normal,0.033658426,9.796569377642584,380,300,109
ATP1A1,Normal,0.03343527,103.88951013544589,97,300,110
FTH1,Normal,0.03334773,720.9861956930721,27,300,111
DDX17,Normal,0.03331952,5.2665137865020615,517,300,112
GPX4,Normal,0.033071667,23.898731780742125,223,300,113
ACTB,Normal,0.032834295,192.19683241986317,65,300,114
SNX3,Normal,0.032719538,3.701456827230384,632,300,115
PTMS,Normal,0.03265563,4.621983457283132,558,300,116
B2M,Normal,0.03238547,607.982716502998,28,300,117
RPS3A,Normal,0.032349553,154.84591774264743,73,300,118
EGF,Normal,0.032256242,5.018233352969011,525,300,119
RPS15A,Normal,0.031936396,119.19744397424805,91,300,120
EIF1,Normal,0.031864468,90.15213524056628,106,300,121
WFDC2,Normal,0.03180023,1778.5943794824614,20,300,122
PEBP1,Normal,0.0316535,38.813454307484946,170,300,123
PTMA,Normal,0.031463202,145.47141478661,77,300,124
HNRNPA1,Normal,0.03142333,6.462873546303893,465,300,125
ATP5ME,Normal,0.031135518,20.476131966260063,246,300,126
S100A11,Normal,0.030417334,130.96670261940366,81,300,127
SLC12A1,Normal,0.03032853,241.75052462228015,56,300,128
DBI,Normal,0.030323181,18.682100441617575,257,300,129
S100A6,Normal,0.03020279,1516.1200436841198,21,300,130
RPL24,Normal,0.030103588,105.30135405356569,96,300,131
SEPP1,Normal,0.030099265,3.661605011329219,636,300,132
CD63,Normal,0.030064134,38.12166441563539,173,300,133
YBX1,Normal,0.03001366,7.09223403438501,445,300,134
GHITM,Normal,0.03000103,2.7119356237530963,751,300,135
DPEP1,Normal,0.029972121,2.4157653814163016,809,300,136
TOB1,Normal,0.029963674,1.8699934094046542,943,300,137
HSP90AB1,Normal,0.029912688,10.152411390773448,370,300,138
RPL9,Normal,0.029900277,53.92118111676273,143,300,139
RPS18,Normal,0.029783731,355.01365862768347,40,300,140
CD9,Normal,0.029742165,49.98560345310387,146,300,141
DHRS3,Normal,0.029654782,0.593618295059799,2018,300,142
ARG2,Normal,0.029522263,3.4411192665989776,653,300,143
COX6B1,Normal,0.029359328,39.942842003911466,167,300,144
RHOA,Normal,0.029034548,2.920658968689702,715,300,145
RPS9,Normal,0.028690144,79.21457372287585,115,300,146
CKB,Normal,0.028569918,35.008708516057936,178,300,147
PDZK1IP1,Normal,0.028527165,47.95093110480802,148,300,148
RPS28,Normal,0.02837734,296.54589775111333,47,300,149
APP,Normal,0.028029833,11.460123256818743,342,300,150
ATP6V0E1,Normal,0.027933944,20.23312272547286,248,300,151
MYL12B,Normal,0.027824774,23.466755883775885,228,300,152
NDUFB2,Normal,0.027763596,26.659575168754316,213,300,153
BTG1,Normal,0.027650503,3.0991944258230766,690,300,154
RPS6,Normal,0.027404152,95.74202209866125,104,300,155
NDUFS5,Normal,0.027371317,15.989725133383484,279,300,156
PFN1,Normal,0.027211545,27.362814952445518,208,300,157
CLU,Normal,0.027208818,116.18092827585983,92,300,158
CALR,Normal,0.027104773,5.956494571740702,482,300,159
JUND,Normal,0.02706094,29.393581386119394,199,300,160
SERF2,Normal,0.026939293,126.93977310068199,83,300,161
RPL35,Normal,0.026908897,63.01067410412386,136,300,162
PHPT1,Normal,0.026805,6.374946812228746,467,300,163
IFITM3,Normal,0.026664399,17.774303638124245,261,300,164
MYL12A,Normal,0.026656333,10.543943376108952,360,300,165
MDH1,Normal,0.02649802,2.872806189805427,722,300,166
ENO1,Normal,0.026443683,12.486962438688643,319,300,167
ALDOB,Normal,0.026358504,96.29671082370429,102,300,168
MGST3,Normal,0.026167009,23.631054864721058,225,300,169
PCSK1N,Normal,0.025994772,30.76495679215855,190,300,170
MCL1,Normal,0.025985599,0.7619564474366138,1679,300,171
SLC3A2,Normal,0.025797827,1.4495755584915213,1105,300,172
ATP6V1B1,Normal,0.025549602,3.337076652763837,661,300,173
RPL22,Normal,0.0255046,29.903169486017358,194,300,174
N4BP2L2,Normal,0.025502674,3.033457498048423,701,300,175
NDUFA8,Normal,0.02542674,1.333196109723153,1169,300,176
ARL6IP4,Normal,0.025301315,2.574169104681178,777,300,177
SRGN,Normal,0.025113188,3.089330973159499,692,300,178
PRDX5,Normal,0.025092706,16.672948226827653,269,300,179
ATP5F1E,Normal,0.025082953,68.57512318044834,128,300,180
MYL6,Normal,0.024942257,69.61288664317613,127,300,181
CALM3,Normal,0.02493071,1.3890868023872205,1144,300,182
MRPL41,Normal,0.02492619,5.398052612547536,506,300,183
UGT2B7,Normal,0.02483215,11.39343776186414,344,300,184
WNK1,Normal,0.024778383,26.859875314899455,212,300,185
MT1H,Normal,0.024722837,80.91455229528887,112,300,186
COX6A1,Normal,0.024655208,31.402185224269694,188,300,187
CA2,Normal,0.024631137,16.466391166313784,272,300,188
TMEM66,Normal,0.024556385,1.494780018760543,1081,300,189
RPL6,Normal,0.024525404,63.91333399509555,135,300,190
ACADVL,Normal,0.02449334,2.331340123705527,826,300,191
MAL,Normal,0.024429293,30.656748720174928,191,300,192
CREM,Normal,0.024313828,1.2928447099164249,1186,300,193
CYCS,Normal,0.024155289,11.876036546216532,334,300,194
ERP29,Normal,0.024137545,2.7108215978795744,752,300,195
ST13,Normal,0.02410679,3.2580866214676734,675,300,196
NDUFA4,Normal,0.024082733,124.4510654839503,88,300,197
COX7A1,Normal,0.023995789,6.2976786952562245,471,300,198
FXYD2,Normal,0.023956921,1301.1846189335959,22,300,199
RPL11,Normal,0.023911817,237.9918493959716,57,300,200
